Date,Price,Open,High,Low
2013-11-25,1241.1,1231.1,1241.1,1229.0
2013-11-26,1241.4,1243.0,1243.0,1241.4
2013-11-27,1237.8,1241.6,1254.8,1235.5
2013-11-29,1250.6,1237.8,1254.5,1233.7
2013-12-02,1222.3,1251.4,1251.5,1217.8
2013-12-03,1221.7,1219.2,1225.7,1215.6
2013-12-04,1248.2,1225.1,1250.4,1212.9
2013-12-05,1233.2,1240.0,1241.5,1218.6
2013-12-06,1230.3,1228.7,1242.0,1213.0
2013-12-09,1235.3,1230.2,1243.2,1229.0
2013-12-10,1262.4,1239.0,1267.0,1239.0
2013-12-11,1258.5,1261.9,1261.9,1252.1
2013-12-12,1226.0,1253.5,1255.4,1225.9
2013-12-13,1235.7,1226.7,1239.0,1222.2
2013-12-16,1245.5,1238.4,1250.6,1228.9
2013-12-17,1231.2,1237.0,1240.4,1231.2
2013-12-18,1236.1,1231.5,1245.1,1217.0
2013-12-19,1195.0,1226.6,1226.6,1188.7
2013-12-20,1205.1,1190.9,1207.8,1190.9
2013-12-23,1198.4,1205.2,1205.2,1195.9
2013-12-24,1205.1,1199.8,1205.6,1197.7
2013-12-26,1214.1,1207.1,1215.9,1207.1
2013-12-27,1216.1,1213.4,1218.5,1212.9
2013-12-30,1203.1,1215.0,1215.0,1194.4
2013-12-31,1201.9,1196.4,1212.4,1182.0
2014-01-02,1225.0,1204.3,1227.3,1204.3
2014-01-03,1238.4,1221.7,1239.0,1221.7
2014-01-06,1237.8,1232.8,1247.0,1221.9
2014-01-07,1229.4,1239.3,1242.4,1226.3
2014-01-08,1225.3,1227.5,1227.5,1218.6
2014-01-09,1229.3,1225.8,1229.3,1225.8
2014-01-10,1246.7,1235.0,1246.8,1234.0
2014-01-13,1250.9,1250.6,1252.7,1245.5
2014-01-14,1245.2,1251.0,1251.3,1242.0
2014-01-15,1238.1,1243.1,1243.2,1238.1
2014-01-16,1240.0,1239.3,1242.8,1239.0
2014-01-17,1251.7,1239.7,1254.3,1239.7
2014-01-21,1242.3,1256.4,1257.5,1240.0
2014-01-22,1239.0,1241.7,1242.0,1239.0
2014-01-23,1262.6,1235.2,1264.2,1235.2
2014-01-24,1264.5,1258.3,1269.4,1258.3
2014-01-27,1263.6,1259.8,1264.4,1254.4
2014-01-28,1251.0,1257.9,1258.4,1251.0
2014-01-29,1262.2,1262.2,1262.2,1262.2
2014-01-30,1242.2,1267.0,1267.7,1237.5
2014-01-31,1240.1,1243.6,1254.5,1238.4
2014-02-03,1260.4,1242.4,1266.3,1241.2
2014-02-04,1251.7,1258.4,1260.7,1247.8
2014-02-05,1257.3,1254.0,1273.7,1253.1
2014-02-06,1257.6,1258.0,1267.0,1253.5
2014-02-07,1263.3,1258.3,1271.4,1257.9
2014-02-10,1274.8,1269.6,1277.3,1265.7
2014-02-11,1290.1,1274.0,1292.0,1273.8
2014-02-12,1295.3,1290.5,1296.2,1285.5
2014-02-13,1300.4,1293.3,1303.5,1287.5
2014-02-14,1319.0,1301.7,1320.7,1301.7
2014-02-18,1324.7,1322.9,1330.6,1313.9
2014-02-19,1320.6,1318.3,1321.6,1309.1
2014-02-20,1317.1,1310.7,1323.5,1309.6
2014-02-21,1323.9,1320.0,1328.3,1317.4
2014-02-24,1338.3,1324.3,1339.0,1321.4
2014-02-25,1343.0,1336.4,1343.9,1333.1
2014-02-26,1328.2,1341.2,1342.0,1325.6
2014-02-27,1331.6,1329.3,1335.0,1324.6
2014-02-28,1321.4,1329.8,1332.6,1321.1
2014-03-03,1350.1,1335.9,1354.1,1332.9
2014-03-04,1337.8,1350.4,1350.4,1332.2
2014-03-05,1340.2,1334.8,1341.0,1334.8
2014-03-06,1351.7,1338.0,1351.7,1333.3
2014-03-07,1338.1,1349.5,1352.7,1329.2
2014-03-10,1341.4,1336.0,1344.7,1330.5
2014-03-11,1346.5,1340.0,1352.4,1338.1
2014-03-12,1370.3,1349.1,1370.5,1348.7
2014-03-13,1372.2,1366.8,1374.5,1366.5
2014-03-14,1379.0,1376.1,1386.6,1371.1
2014-03-17,1372.9,1386.1,1391.4,1372.2
2014-03-18,1359.0,1359.3,1361.8,1353.4
2014-03-19,1341.4,1357.1,1358.0,1332.7
2014-03-20,1330.5,1333.7,1333.7,1325.8
2014-03-21,1336.0,1339.1,1339.1,1335.8
2014-03-24,1311.2,1333.0,1333.0,1310.5
2014-03-25,1311.4,1315.5,1315.5,1307.5
2014-03-26,1303.4,1315.2,1315.2,1303.4
2014-03-27,1294.7,1294.7,1294.7,1294.7
2014-03-28,1293.8,1292.2,1299.4,1285.9
2014-03-31,1283.4,1294.3,1298.8,1282.4
2014-04-01,1279.6,1285.1,1287.9,1277.3
2014-04-02,1290.5,1280.2,1294.1,1280.2
2014-04-03,1284.4,1290.8,1293.5,1282.7
2014-04-04,1303.2,1285.5,1306.1,1284.4
2014-04-07,1298.0,1301.4,1304.0,1296.3
2014-04-08,1308.7,1296.6,1314.1,1296.6
2014-04-09,1305.5,1309.5,1313.6,1301.1
2014-04-10,1320.1,1311.8,1323.8,1311.2
2014-04-11,1318.7,1319.0,1322.8,1316.3
2014-04-14,1327.2,1320.1,1330.0,1320.1
2014-04-15,1300.0,1322.7,1322.7,1291.5
2014-04-16,1303.1,1302.7,1303.5,1295.0
2014-04-17,1293.4,1300.1,1303.0,1292.5
2014-04-21,1288.0,1290.0,1299.2,1283.8
2014-04-22,1280.6,1289.2,1291.6,1276.0
2014-04-23,1284.2,1284.3,1287.7,1282.4
2014-04-24,1290.5,1284.6,1297.9,1272.4
2014-04-25,1300.7,1293.8,1304.6,1293.8
2014-04-28,1298.9,1305.4,1305.4,1293.0
2014-04-29,1296.0,1295.5,1300.5,1289.1
2014-04-30,1295.6,1296.0,1296.5,1286.6
2014-05-01,1283.1,1288.7,1288.7,1278.0
2014-05-02,1302.6,1276.7,1302.7,1276.7
2014-05-05,1309.0,1305.6,1314.2,1305.5
2014-05-06,1308.3,1309.4,1309.4,1306.9
2014-05-07,1288.6,1310.3,1312.0,1288.0
2014-05-08,1287.4,1291.5,1291.5,1285.5
2014-05-09,1287.3,1287.3,1287.3,1287.3
2014-05-12,1295.6,1282.1,1295.9,1281.2
2014-05-13,1294.6,1295.5,1295.5,1292.0
2014-05-14,1305.7,1292.8,1306.9,1292.8
2014-05-15,1293.5,1302.5,1302.5,1292.8
2014-05-16,1293.3,1293.3,1293.3,1293.3
2014-05-19,1293.7,1293.7,1293.7,1293.7
2014-05-20,1294.5,1290.7,1294.5,1290.1
2014-05-21,1288.0,1287.4,1288.0,1287.4
2014-05-22,1294.9,1294.2,1295.0,1294.2
2014-05-23,1291.6,1293.2,1293.4,1291.6
2014-05-27,1265.4,1291.9,1291.9,1265.4
2014-05-28,1259.3,1259.3,1259.3,1259.3
2014-05-29,1256.3,1258.3,1260.6,1250.9
2014-05-30,1245.6,1255.1,1259.6,1241.8
2014-06-02,1243.7,1250.0,1250.7,1240.9
2014-06-03,1244.3,1244.1,1247.5,1240.5
2014-06-04,1244.0,1245.1,1248.8,1242.7
2014-06-05,1253.0,1244.0,1256.6,1241.2
2014-06-06,1252.1,1253.4,1256.6,1246.3
2014-06-09,1253.5,1252.7,1256.1,1252.6
2014-06-10,1259.8,1252.4,1262.3,1251.0
2014-06-11,1260.8,1259.9,1264.4,1259.1
2014-06-12,1273.6,1260.0,1274.5,1260.0
2014-06-13,1273.7,1272.5,1274.7,1271.3
2014-06-16,1274.9,1279.8,1282.1,1270.8
2014-06-17,1271.7,1272.8,1272.8,1260.9
2014-06-18,1272.4,1269.9,1272.7,1267.4
2014-06-19,1313.7,1277.2,1321.0,1277.2
2014-06-20,1316.2,1321.4,1321.4,1306.8
2014-06-23,1318.0,1312.3,1318.0,1312.3
2014-06-24,1320.9,1315.6,1325.6,1315.6
2014-06-25,1322.2,1315.3,1323.4,1312.0
2014-06-26,1316.1,1319.6,1319.6,1312.4
2014-06-27,1319.0,1317.4,1320.9,1313.3
2014-06-30,1321.8,1315.3,1328.7,1311.8
2014-07-01,1326.4,1326.7,1331.4,1326.2
2014-07-02,1330.7,1326.8,1330.7,1326.8
2014-07-03,1320.4,1327.3,1327.7,1313.0
2014-07-07,1316.5,1318.7,1320.3,1313.2
2014-07-08,1316.0,1318.4,1323.5,1316.0
2014-07-09,1323.8,1324.0,1330.4,1323.8
2014-07-10,1338.7,1330.5,1343.7,1328.0
2014-07-11,1337.0,1337.9,1339.0,1336.2
2014-07-14,1306.3,1332.8,1332.8,1304.7
2014-07-15,1296.9,1307.4,1311.9,1294.1
2014-07-16,1299.6,1298.4,1303.1,1296.9
2014-07-17,1316.7,1303.1,1323.8,1303.1
2014-07-18,1309.2,1322.7,1322.7,1306.2
2014-07-21,1313.7,1311.0,1315.5,1311.0
2014-07-22,1306.1,1306.1,1306.1,1306.1
2014-07-23,1304.5,1304.5,1304.5,1304.5
2014-07-24,1290.6,1297.5,1297.5,1290.6
2014-07-25,1303.1,1294.8,1303.1,1294.8
2014-07-28,1303.3,1307.4,1308.0,1303.3
2014-07-29,1298.3,1310.9,1310.9,1298.3
2014-07-30,1294.9,1298.6,1303.0,1291.0
2014-07-31,1281.3,1295.1,1297.3,1280.6
2014-08-01,1293.6,1284.1,1296.6,1279.7
2014-08-04,1287.7,1294.4,1295.0,1285.9
2014-08-05,1284.0,1288.0,1292.7,1282.6
2014-08-06,1306.7,1288.1,1309.0,1287.8
2014-08-07,1310.8,1305.3,1313.1,1302.5
2014-08-08,1308.9,1310.8,1321.4,1308.0
2014-08-11,1308.5,1308.4,1309.7,1305.3
2014-08-12,1308.8,1306.2,1315.8,1305.8
2014-08-13,1312.8,1308.8,1312.8,1305.0
2014-08-14,1313.9,1311.8,1316.4,1309.7
2014-08-15,1304.5,1311.7,1312.8,1292.0
2014-08-18,1297.7,1301.4,1302.1,1295.7
2014-08-19,1295.1,1298.8,1301.6,1294.0
2014-08-20,1293.4,1295.4,1295.8,1288.4
2014-08-21,1273.7,1290.0,1290.0,1272.0
2014-08-22,1278.6,1276.0,1280.0,1275.0
2014-08-25,1277.3,1277.3,1277.6,1273.7
2014-08-26,1283.8,1289.4,1289.5,1281.1
2014-08-27,1281.9,1281.5,1282.3,1281.5
2014-08-28,1288.7,1284.5,1293.7,1284.3
2014-08-29,1285.8,1289.5,1289.7,1284.8
2014-09-02,1263.7,1284.5,1286.4,1262.5
2014-09-03,1268.9,1266.3,1271.1,1263.1
2014-09-04,1265.1,1268.7,1272.7,1260.4
2014-09-05,1265.8,1263.2,1268.1,1263.2
2014-09-08,1252.7,1268.4,1268.4,1252.7
2014-09-09,1246.8,1246.8,1246.8,1246.8
2014-09-10,1243.5,1256.7,1256.7,1243.5
2014-09-11,1237.4,1237.4,1237.4,1237.4
2014-09-12,1229.9,1227.0,1229.9,1227.0
2014-09-15,1233.6,1226.7,1235.0,1226.7
2014-09-16,1235.2,1238.3,1238.3,1235.2
2014-09-17,1234.4,1236.2,1236.2,1221.9
2014-09-18,1225.7,1216.2,1225.7,1216.2
2014-09-19,1215.3,1218.3,1218.3,1215.3
2014-09-22,1216.8,1214.9,1216.8,1212.4
2014-09-23,1221.0,1221.0,1221.0,1221.0
2014-09-24,1218.6,1218.6,1218.6,1216.8
2014-09-25,1221.2,1209.5,1221.2,1209.5
2014-09-26,1214.1,1214.1,1214.1,1214.1
2014-09-29,1217.5,1216.3,1222.2,1214.8
2014-09-30,1210.5,1214.8,1218.2,1204.0
2014-10-01,1214.6,1207.7,1217.8,1205.5
2014-10-02,1214.2,1215.3,1219.5,1210.3
2014-10-03,1192.2,1212.4,1212.4,1191.0
2014-10-06,1206.7,1187.7,1208.0,1182.8
2014-10-07,1211.7,1209.1,1211.7,1205.3
2014-10-08,1205.3,1210.2,1217.9,1205.3
2014-10-09,1224.6,1223.9,1229.0,1223.9
2014-10-10,1221.0,1223.5,1223.5,1217.0
2014-10-13,1229.3,1229.8,1234.0,1227.0
2014-10-14,1233.6,1235.9,1235.9,1233.6
2014-10-15,1244.1,1243.7,1247.0,1243.7
2014-10-16,1240.5,1242.1,1243.0,1236.7
2014-10-17,1238.3,1237.4,1238.3,1232.6
2014-10-20,1244.0,1237.3,1244.0,1235.4
2014-10-21,1251.0,1251.0,1251.0,1251.0
2014-10-22,1244.8,1244.8,1244.8,1244.8
2014-10-23,1228.5,1228.0,1228.5,1227.9
2014-10-24,1231.2,1229.4,1232.7,1229.4
2014-10-27,1229.1,1230.2,1230.2,1227.3
2014-10-28,1229.2,1224.9,1231.0,1224.7
2014-10-29,1224.3,1224.3,1224.3,1224.3
2014-10-30,1198.1,1213.7,1214.7,1195.8
2014-10-31,1171.1,1199.6,1199.7,1161.4
2014-11-03,1169.4,1166.4,1172.3,1163.1
2014-11-04,1167.4,1166.9,1171.0,1165.0
2014-11-05,1145.4,1168.1,1168.7,1137.8
2014-11-06,1142.3,1141.1,1147.5,1137.9
2014-11-07,1169.6,1139.9,1169.7,1133.0
2014-11-10,1159.6,1171.0,1171.0,1150.7
2014-11-11,1162.8,1155.0,1170.5,1151.6
2014-11-12,1158.9,1162.5,1168.1,1157.5
2014-11-13,1161.1,1163.7,1164.5,1155.0
2014-11-14,1185.0,1155.2,1191.0,1148.0
2014-11-17,1183.0,1183.1,1186.9,1180.6
2014-11-18,1196.7,1197.1,1197.1,1193.9
2014-11-19,1193.6,1196.5,1198.3,1190.6
2014-11-20,1190.7,1191.8,1191.9,1190.7
2014-11-21,1197.5,1191.0,1202.4,1189.0
2014-11-24,1195.5,1197.7,1197.9,1195.5
2014-11-25,1197.1,1197.1,1197.1,1197.1
2014-11-26,1196.6,1200.5,1201.0,1193.7
2014-11-28,1175.2,1197.0,1198.2,1163.8
2014-12-01,1218.0,1160.0,1220.4,1141.7
2014-12-02,1199.2,1212.3,1212.3,1191.3
2014-12-03,1208.5,1198.1,1213.7,1196.1
2014-12-04,1207.5,1208.2,1213.0,1201.6
2014-12-05,1190.1,1203.1,1206.0,1186.7
2014-12-08,1194.7,1190.6,1207.0,1187.2
2014-12-09,1231.5,1202.0,1238.0,1202.0
2014-12-10,1228.9,1231.2,1234.6,1226.6
2014-12-11,1225.1,1226.6,1231.2,1216.2
2014-12-12,1222.0,1227.8,1227.8,1216.2
2014-12-15,1207.2,1223.1,1223.1,1198.4
2014-12-16,1193.9,1197.2,1222.0,1192.7
2014-12-17,1194.3,1198.2,1199.6,1184.0
2014-12-18,1194.7,1189.7,1207.3,1189.7
2014-12-19,1195.9,1198.0,1200.8,1195.9
2014-12-22,1179.7,1198.0,1198.0,1172.7
2014-12-23,1177.9,1179.3,1180.3,1175.0
2014-12-24,1173.5,1177.0,1179.3,1173.5
2014-12-26,1195.3,1177.2,1195.3,1177.2
2014-12-29,1181.7,1186.5,1186.5,1181.3
2014-12-30,1200.2,1181.4,1210.3,1181.4
2014-12-31,1183.9,1199.2,1199.2,1182.7
2015-01-02,1186.0,1184.0,1194.5,1169.5
2015-01-05,1203.9,1180.3,1206.9,1180.1
2015-01-06,1219.3,1203.5,1220.0,1203.5
2015-01-07,1210.6,1219.2,1219.2,1210.6
2015-01-08,1208.4,1207.0,1215.7,1206.3
2015-01-09,1216.0,1211.1,1220.2,1210.3
2015-01-12,1232.7,1224.2,1234.4,1219.1
2015-01-13,1234.3,1239.2,1239.3,1230.3
2015-01-14,1234.4,1229.6,1243.8,1225.6
2015-01-15,1264.7,1231.5,1265.0,1227.3
2015-01-16,1276.9,1256.1,1279.7,1256.1
2015-01-20,1294.2,1278.9,1297.3,1273.8
2015-01-21,1293.7,1295.2,1303.5,1286.7
2015-01-22,1300.7,1293.2,1302.1,1283.5
2015-01-23,1292.6,1299.8,1299.8,1292.6
2015-01-26,1279.4,1289.5,1290.6,1279.4
2015-01-27,1291.7,1277.2,1291.7,1277.2
2015-01-28,1285.9,1285.9,1286.8,1285.9
2015-01-29,1254.6,1283.3,1285.4,1251.0
2015-01-30,1278.5,1258.0,1284.3,1257.0
2015-02-02,1276.2,1284.1,1284.1,1266.0
2015-02-03,1259.7,1273.5,1284.7,1255.3
2015-02-04,1263.8,1262.0,1271.6,1256.8
2015-02-05,1262.0,1271.8,1272.6,1257.8
2015-02-06,1233.9,1265.0,1267.6,1228.0
2015-02-09,1240.8,1237.5,1242.3,1235.4
2015-02-10,1231.6,1237.5,1245.0,1231.2
2015-02-11,1219.0,1233.3,1237.4,1219.0
2015-02-12,1220.1,1217.9,1229.8,1217.9
2015-02-13,1226.5,1222.2,1232.8,1222.2
2015-02-17,1208.1,1227.7,1234.0,1203.0
2015-02-18,1199.7,1207.1,1210.2,1197.8
2015-02-19,1207.1,1216.5,1220.0,1205.0
2015-02-20,1204.4,1206.5,1213.1,1199.1
