Date,Price,Open,High,Low,Vol.,Change %
10/12/2022,"1,670.30","1,668.00","1,672.70","1,668.00",0.15K,-0.50%
10/11/2022,"1,678.70","1,661.80","1,678.70","1,661.00",0.17K,0.68%
10/10/2022,"1,667.30","1,693.40","1,693.40","1,667.00",0.20K,-1.95%
10/07/2022,"1,700.50","1,710.10","1,710.10","1,693.70",0.18K,-0.65%
10/06/2022,"1,711.70","1,721.00","1,723.30","1,709.10",0.13K,0.02%
10/05/2022,"1,711.40","1,724.10","1,726.60","1,703.00",0.42K,-0.56%
10/04/2022,"1,721.10","1,701.20","1,728.00","1,696.00",0.29K,1.67%
10/03/2022,"1,692.90","1,667.20","1,700.00","1,661.90",0.41K,1.83%
09/30/2022,"1,662.40","1,661.70","1,672.70","1,658.00",0.55K,0.24%
09/29/2022,"1,658.50","1,657.00","1,662.60","1,640.00",6.03K,-0.11%
09/28/2022,"1,660.40","1,620.40","1,660.40","1,620.40",18.31K,2.07%
09/27/2022,"1,626.70","1,632.20","1,636.60","1,626.70",0.89K,0.21%
09/26/2022,"1,623.30","1,623.30","1,623.30","1,623.30",1.21K,-1.34%
09/23/2022,"1,645.30","1,667.00","1,667.00","1,645.30",1.22K,-1.53%
09/22/2022,"1,670.80","1,668.30","1,670.80","1,668.30",0.97K,0.37%
09/21/2022,"1,664.60","1,665.50","1,680.10","1,664.60",2.34K,0.30%
09/20/2022,"1,659.70","1,659.70","1,659.70","1,659.70",2.83K,-0.39%
09/19/2022,"1,666.20","1,661.80","1,669.40","1,658.50",0.58K,-0.33%
09/16/2022,"1,671.70","1,660.40","1,674.90","1,651.70",0.46K,0.38%
09/15/2022,"1,665.40","1,685.50","1,686.00","1,662.30",1.12K,-1.83%
09/14/2022,"1,696.50","1,698.70","1,701.80","1,696.50",0.53K,-0.50%
09/13/2022,"1,705.00","1,720.50","1,720.50","1,697.30",0.43K,-1.34%
09/12/2022,"1,728.10","1,727.40","1,728.10","1,727.40",0.07K,0.69%
09/09/2022,"1,716.20","1,719.20","1,720.00","1,712.80",0.64K,0.48%
09/08/2022,"1,708.00","1,718.20","1,718.20","1,705.30",1.19K,-0.43%
09/07/2022,"1,715.30","1,694.80","1,715.30","1,694.70",0.65K,0.88%
09/06/2022,"1,700.40","1,709.70","1,717.40","1,699.70",0.70K,-0.55%
09/02/2022,"1,709.80","1,703.40","1,715.70","1,703.10",0.18K,0.78%
09/01/2022,"1,696.60","1,707.90","1,707.90","1,693.90",0.68K,-0.95%
08/31/2022,"1,712.80","1,718.30","1,720.90","1,708.50",2.13K,-0.60%
08/30/2022,"1,723.20","1,736.40","1,739.00","1,720.70",0.39K,-0.77%
08/29/2022,"1,736.60","1,732.40","1,741.20","1,732.10",0.95K,0.03%
08/26/2022,"1,736.10","1,754.00","1,755.00","1,736.10",0.20K,-1.23%
08/25/2022,"1,757.70","1,761.60","1,761.80","1,755.00",0.17K,0.57%
08/24/2022,"1,747.80","1,745.00","1,751.80","1,743.60",0.19K,0.06%
08/23/2022,"1,746.80","1,738.00","1,748.90","1,731.90",0.51K,0.74%
08/22/2022,"1,734.00","1,740.50","1,740.50","1,726.50",0.35K,-0.78%
08/19/2022,"1,747.60","1,753.70","1,754.30","1,747.50",0.05K,-0.44%
08/18/2022,"1,755.30","1,762.90","1,762.90","1,753.40",0.32K,-0.28%
08/17/2022,"1,760.30","1,769.70","1,769.70","1,760.00",0.02K,-0.73%
08/16/2022,"1,773.20","1,777.40","1,777.40","1,771.40",0.31K,-0.46%
08/15/2022,"1,781.40","1,799.00","1,799.00","1,774.70",0.06K,-0.96%
08/12/2022,"1,798.60","1,786.30","1,800.40","1,784.30",0.19K,0.50%
08/11/2022,"1,789.70","1,794.30","1,794.30","1,785.70",1.24K,-0.33%
08/10/2022,"1,795.60","1,804.40","1,804.90","1,787.80",0.60K,0.09%
08/09/2022,"1,794.00","1,790.00","1,796.10","1,789.00",0.25K,0.40%
08/08/2022,"1,786.80","1,771.80","1,786.80","1,771.80",0.13K,0.78%
08/05/2022,"1,772.90","1,791.20","1,791.40","1,764.20",0.65K,-0.87%
08/04/2022,"1,788.50","1,769.40","1,792.10","1,767.70",0.28K,1.73%
08/03/2022,"1,758.00","1,756.70","1,770.50","1,753.00",0.40K,-0.74%
08/02/2022,"1,771.10","1,772.10","1,786.60","1,759.40",1.08K,0.12%
08/01/2022,"1,769.00","1,763.90","1,772.50","1,756.10",0.70K,0.35%
07/29/2022,"1,762.90","1,754.00","1,765.70","1,750.00",3.48K,0.72%
07/28/2022,"1,750.30","1,732.30","1,755.00","1,732.00",37.24K,1.81%
07/27/2022,"1,719.10","1,719.10","1,719.10","1,719.10",144.87K,0.08%
07/26/2022,"1,717.70","1,718.00","1,718.00","1,717.70",0.00K,-0.08%
07/25/2022,"1,719.00","1,727.00","1,732.00","1,719.00",0.07K,-0.47%
07/22/2022,"1,727.10","1,713.30","1,735.00","1,713.00",0.06K,0.84%
07/21/2022,"1,712.70","1,687.00","1,715.50","1,679.80",0.18K,0.78%
07/20/2022,"1,699.50","1,707.10","1,708.50","1,699.50",0.13K,-0.61%
07/19/2022,"1,710.00","1,712.30","1,714.40","1,706.10",1.68K,0.05%
07/18/2022,"1,709.20","1,712.20","1,712.40","1,709.20",0.26K,0.40%
07/15/2022,"1,702.40","1,705.40","1,709.70","1,701.10",0.72K,-0.12%
07/14/2022,"1,704.50","1,710.30","1,710.50","1,704.50",1.29K,-1.71%
07/13/2022,"1,734.20","1,710.00","1,734.20","1,710.00",0.37K,0.63%
07/12/2022,"1,723.30","1,734.20","1,735.50","1,723.30",0.45K,-0.39%
07/11/2022,"1,730.00","1,732.50","1,736.70","1,730.00",0.07K,-0.61%
07/08/2022,"1,740.60","1,738.10","1,749.30","1,732.10",0.37K,0.16%
07/07/2022,"1,737.90","1,745.20","1,745.20","1,737.00",1.87K,0.17%
07/06/2022,"1,734.90","1,762.50","1,768.00","1,734.00",1.73K,-1.53%
07/05/2022,"1,761.80","1,805.40","1,805.40","1,761.80",0.06K,-2.06%
07/01/2022,"1,798.90","1,795.50","1,806.10","1,791.60",0.08K,-0.29%
06/30/2022,"1,804.10","1,809.60","1,817.30","1,801.00",0.33K,-0.53%
06/29/2022,"1,813.70","1,818.30","1,830.30","1,812.80",0.17K,-0.21%
06/28/2022,"1,817.50","1,824.20","1,826.00","1,817.50",0.39K,-0.19%
06/27/2022,"1,820.90","1,830.50","1,830.70","1,819.90",0.08K,-0.31%
06/24/2022,"1,826.50","1,820.50","1,826.50","1,815.80",0.06K,0.04%
06/23/2022,"1,825.70","1,835.50","1,841.20","1,825.70",0.01K,-0.47%
06/22/2022,"1,834.30","1,829.50","1,842.70","1,821.60",0.12K,-0.02%
06/21/2022,"1,834.60","1,835.30","1,838.60","1,830.10",0.22K,-0.05%
06/17/2022,"1,835.60","1,853.70","1,853.70","1,833.60",0.17K,-0.55%
06/16/2022,"1,845.70","1,819.20","1,850.60","1,814.90",0.14K,1.67%
06/15/2022,"1,815.30","1,814.10","1,839.00","1,810.80",0.11K,0.32%
06/14/2022,"1,809.50","1,825.00","1,825.50","1,805.30",0.54K,-1.01%
06/13/2022,"1,828.00","1,873.80","1,873.80","1,818.70",0.13K,-2.32%
06/10/2022,"1,871.50","1,842.70","1,875.60","1,823.90",1.49K,1.23%
06/09/2022,"1,848.80","1,846.10","1,850.10","1,837.90",0.16K,-0.17%
06/08/2022,"1,851.90","1,844.80","1,855.00","1,844.40",0.22K,0.24%
06/07/2022,"1,847.50","1,836.90","1,851.60","1,835.00",1.17K,0.45%
06/06/2022,"1,839.20","1,849.00","1,854.10","1,839.20",0.14K,-0.34%
06/03/2022,"1,845.40","1,867.60","1,871.80","1,845.40",0.05K,-1.13%
06/02/2022,"1,866.50","1,845.40","1,868.70","1,842.10",0.55K,1.26%
06/01/2022,"1,843.30","1,831.00","1,847.90","1,825.30",1.62K,0.03%
05/31/2022,"1,842.70","1,850.30","1,862.10","1,832.80",4.07K,-0.46%
05/27/2022,"1,851.30","1,848.30","1,860.70","1,845.90",30.09K,0.21%
05/26/2022,"1,847.40","1,840.40","1,847.40","1,840.40",123.36K,0.07%
05/25/2022,"1,846.20","1,846.20","1,846.20","1,846.20",,-1.01%
05/24/2022,"1,865.10","1,852.50","1,867.00","1,852.50",0.03K,0.94%
05/23/2022,"1,847.80","1,846.30","1,863.00","1,845.80",0.22K,0.33%
05/20/2022,"1,841.80","1,839.10","1,841.80","1,836.30",0.11K,0.03%
05/19/2022,"1,841.20","1,810.90","1,841.20","1,810.70",0.14K,1.39%
05/18/2022,"1,815.90","1,815.00","1,819.70","1,805.00",0.31K,-0.13%
05/17/2022,"1,818.20","1,824.90","1,828.60","1,816.70",0.12K,0.26%
05/16/2022,"1,813.50","1,790.50","1,813.50","1,787.00",0.03K,0.34%
05/13/2022,"1,807.40","1,825.00","1,825.00","1,807.40",0.34K,-0.90%
05/12/2022,"1,823.80","1,849.80","1,851.90","1,822.20",0.15K,-1.55%
05/11/2022,"1,852.60","1,841.50","1,852.60","1,841.00",0.89K,0.69%
05/10/2022,"1,839.90","1,839.90","1,839.90","1,839.90",1.54K,-0.93%
05/09/2022,"1,857.10","1,866.60","1,867.50","1,854.00",0.30K,-1.28%
05/06/2022,"1,881.20","1,874.70","1,890.30","1,871.50",0.21K,0.38%
05/05/2022,"1,874.00","1,897.00","1,904.30","1,874.00",0.08K,0.37%
05/04/2022,"1,867.00","1,867.00","1,867.00","1,867.00",0.00K,-0.10%
05/03/2022,"1,868.80","1,868.80","1,868.80","1,868.80",0.47K,0.38%
05/02/2022,"1,861.80","1,896.70","1,896.80","1,853.00",0.39K,-2.49%
04/29/2022,"1,909.30","1,902.70","1,918.20","1,902.40",0.13K,1.09%
04/28/2022,"1,888.70","1,883.80","1,893.00","1,872.90",0.51K,0.15%
04/27/2022,"1,885.90","1,897.80","1,900.60","1,882.20",1.79K,-0.82%
04/26/2022,"1,901.40","1,900.50","1,909.10","1,894.00",0.30K,0.43%
04/25/2022,"1,893.20","1,925.00","1,925.00","1,889.30",0.75K,-1.96%
04/22/2022,"1,931.00","1,949.60","1,950.40","1,930.20",0.18K,-0.71%
04/21/2022,"1,944.90","1,942.50","1,944.90","1,942.50",0.00K,-0.38%
04/20/2022,"1,952.30","1,945.50","1,953.60","1,945.50",0.62K,-0.17%
04/19/2022,"1,955.70","1,973.80","1,978.30","1,945.70",0.13K,-1.37%
04/18/2022,"1,982.90","1,973.40","1,997.10","1,972.80",0.20K,0.61%
04/14/2022,"1,970.90","1,977.20","1,978.70","1,963.00",0.10K,-0.51%
04/13/2022,"1,981.00","1,969.50","1,981.00","1,969.50",0.20K,0.45%
04/12/2022,"1,972.10","1,952.50","1,977.10","1,950.60",0.25K,1.43%
04/11/2022,"1,944.30","1,946.60","1,968.40","1,941.80",0.16K,0.14%
04/08/2022,"1,941.60","1,928.80","1,947.70","1,928.80",0.15K,0.40%
04/07/2022,"1,933.80","1,919.50","1,934.80","1,919.50",0.31K,0.80%
04/06/2022,"1,918.40","1,916.70","1,931.80","1,916.70",0.14K,-0.23%
04/05/2022,"1,922.90","1,927.10","1,943.50","1,918.40",0.41K,-0.33%
04/04/2022,"1,929.20","1,921.20","1,936.10","1,915.60",0.37K,0.53%
04/01/2022,"1,919.10","1,935.00","1,938.00","1,917.00",1.02K,-1.54%
03/31/2022,"1,949.20","1,933.50","1,949.90","1,919.10",3.62K,0.81%
03/30/2022,"1,933.50","1,918.40","1,937.00","1,914.50",17.77K,1.12%
03/29/2022,"1,912.00","1,893.50","1,912.00","1,893.50",128.05K,-1.42%
03/28/2022,"1,939.60","1,932.60","1,939.60","1,932.60",0.01K,-0.73%
03/25/2022,"1,953.80","1,953.80","1,953.80","1,953.80",0.08K,-0.40%
03/24/2022,"1,961.60","1,963.60","1,964.00","1,961.60",0.01K,1.29%
03/23/2022,"1,936.60","1,936.60","1,936.60","1,936.60",0.20K,0.83%
03/22/2022,"1,920.70","1,920.70","1,920.70","1,920.70",0.03K,-0.41%
03/21/2022,"1,928.60","1,925.40","1,928.60","1,925.00",0.01K,0.02%
03/18/2022,"1,928.20","1,934.50","1,939.30","1,928.20",0.03K,-0.72%
03/17/2022,"1,942.10","1,933.90","1,947.20","1,933.90",0.04K,1.79%
03/16/2022,"1,908.00","1,922.40","1,922.40","1,907.20",0.10K,-1.06%
03/15/2022,"1,928.50","1,939.80","1,939.90","1,910.70",0.07K,-1.59%
03/14/2022,"1,959.60","1,976.50","1,977.70","1,959.60",0.14K,-1.17%
03/11/2022,"1,982.70","1,985.00","1,996.00","1,959.90",0.86K,-0.77%
03/10/2022,"1,998.10","1,978.10","2,010.50","1,978.10",0.67K,0.61%
03/09/2022,"1,985.90","2,053.60","2,063.00","1,980.80",1.02K,-2.66%
03/08/2022,"2,040.10","1,999.40","2,072.00","1,998.00",1.81K,2.32%
03/07/2022,"1,993.90","1,989.00","2,001.10","1,963.00",2.52K,1.47%
03/04/2022,"1,965.10","1,937.00","1,970.90","1,935.60",0.05K,1.59%
03/03/2022,"1,934.40","1,930.50","1,940.30","1,924.80",0.12K,0.70%
03/02/2022,"1,920.90","1,945.60","1,948.20","1,919.80",0.11K,-1.11%
03/01/2022,"1,942.40","1,908.30","1,942.40","1,903.80",0.55K,2.26%
02/28/2022,"1,899.40","1,928.30","1,928.40","1,894.20",0.39K,0.68%
02/25/2022,"1,886.50","1,906.90","1,920.00","1,883.60",0.59K,-2.01%
02/24/2022,"1,925.10","1,911.90","1,972.50","1,911.70",2.71K,0.83%
02/23/2022,"1,909.20","1,896.60","1,910.60","1,895.70",0.07K,0.16%
02/22/2022,"1,906.10","1,908.10","1,912.00","1,890.80",0.17K,0.40%
02/18/2022,"1,898.60","1,899.40","1,899.40","1,890.70",0.05K,-0.11%
02/17/2022,"1,900.70","1,876.30","1,900.70","1,876.20",0.39K,1.63%
02/16/2022,"1,870.20","1,858.70","1,870.20","1,856.30",0.03K,0.83%
02/15/2022,"1,854.80","1,872.60","1,879.70","1,847.40",0.09K,-0.71%
02/14/2022,"1,868.00","1,861.80","1,870.60","1,854.60",0.08K,1.48%
02/11/2022,"1,840.80","1,822.00","1,864.80","1,822.00",0.18K,0.25%
02/10/2022,"1,836.20","1,833.30","1,842.10","1,820.80",0.36K,0.05%
02/09/2022,"1,835.20","1,825.40","1,835.20","1,825.30",0.68K,0.47%
02/08/2022,"1,826.60","1,818.90","1,827.60","1,815.00",0.11K,0.33%
02/07/2022,"1,820.60","1,812.20","1,821.30","1,809.10",0.60K,0.77%
02/04/2022,"1,806.60","1,806.00","1,813.70","1,792.50",0.57K,0.20%
02/03/2022,"1,803.00","1,805.80","1,808.10","1,787.90",0.47K,-0.34%
02/02/2022,"1,809.20","1,797.80","1,810.10","1,795.10",1.69K,0.49%
02/01/2022,"1,800.30","1,797.20","1,806.10","1,797.10",0.22K,0.30%
01/31/2022,"1,795.00","1,788.50","1,798.50","1,785.10",1.74K,0.57%
01/28/2022,"1,784.90","1,797.50","1,798.40","1,778.80",28.52K,-0.47%
01/27/2022,"1,793.30","1,793.30","1,793.30","1,793.30",196.04K,-2.00%
01/26/2022,"1,829.90","1,829.90","1,829.90","1,829.90",0.06K,-1.23%
01/25/2022,"1,852.70","1,843.00","1,852.70","1,842.00",0.01K,0.60%
01/24/2022,"1,841.70","1,837.90","1,842.10","1,837.90",0.01K,0.54%
01/21/2022,"1,831.80","1,838.00","1,842.40","1,828.90",0.02K,-0.58%
01/20/2022,"1,842.50","1,840.60","1,843.00","1,838.20",0.02K,-0.03%
01/19/2022,"1,843.10","1,817.40","1,843.10","1,817.40",0.00K,1.70%
01/18/2022,"1,812.30","1,816.80","1,820.10","1,812.30",0.90K,-0.23%
01/14/2022,"1,816.50","1,821.50","1,822.00","1,816.50",0.82K,-0.26%
01/13/2022,"1,821.20","1,819.80","1,823.00","1,815.40",0.04K,-0.33%
01/12/2022,"1,827.20","1,819.00","1,827.20","1,816.90",1.55K,0.47%
01/11/2022,"1,818.60","1,803.90","1,822.50","1,803.00",0.74K,1.12%
01/10/2022,"1,798.40","1,794.90","1,798.70","1,790.40",0.53K,0.08%
01/07/2022,"1,797.00","1,791.80","1,797.00","1,784.40",0.02K,0.46%
01/06/2022,"1,788.70","1,787.10","1,791.30","1,787.10",0.03K,-1.97%
01/05/2022,"1,824.60","1,813.10","1,824.60","1,813.10",0.01K,0.58%
01/04/2022,"1,814.00","1,800.50","1,815.30","1,800.00",0.04K,0.81%
01/03/2022,"1,799.40","1,830.10","1,830.10","1,798.80",0.12K,-1.54%
12/31/2021,"1,827.50","1,825.10","1,827.80","1,821.40",0.08K,0.82%
12/30/2021,"1,812.70","1,801.70","1,816.00","1,796.00",0.31K,0.42%
12/29/2021,"1,805.10","1,803.20","1,805.10","1,791.40",0.62K,-0.28%
12/28/2021,"1,810.20","1,812.00","1,818.00","1,805.50",0.15K,0.12%
12/27/2021,"1,808.10","1,810.00","1,812.10","1,807.00",0.15K,-0.17%
12/23/2021,"1,811.20","1,806.00","1,811.20","1,800.80",0.19K,0.53%
12/22/2021,"1,801.60","1,786.00","1,805.20","1,785.50",0.57K,0.77%
12/21/2021,"1,787.90","1,791.40","1,796.50","1,787.90",0.57K,-0.32%
12/20/2021,"1,793.70","1,796.80","1,799.80","1,792.00",0.23K,-0.56%
12/17/2021,"1,803.80","1,804.00","1,812.90","1,803.80",0.65K,0.40%
12/16/2021,"1,796.60","1,781.00","1,798.10","1,781.00",0.02K,1.93%
12/15/2021,"1,762.60","1,767.40","1,778.70","1,753.90",0.28K,-0.44%
12/14/2021,"1,770.40","1,787.00","1,787.00","1,769.00",0.32K,-0.89%
12/13/2021,"1,786.30","1,784.40","1,787.10","1,783.80",0.21K,0.19%
12/10/2021,"1,782.90","1,773.80","1,785.40","1,769.10",0.55K,0.47%
12/09/2021,"1,774.60","1,783.50","1,783.50","1,771.80",0.46K,-0.49%
12/08/2021,"1,783.40","1,789.90","1,789.90","1,779.00",1.38K,0.04%
12/07/2021,"1,782.60","1,779.50","1,786.10","1,772.30",0.31K,0.29%
12/06/2021,"1,777.50","1,780.20","1,783.00","1,777.20",0.38K,-0.25%
12/03/2021,"1,782.00","1,767.50","1,785.10","1,766.50",0.69K,1.21%
12/02/2021,"1,760.70","1,780.90","1,780.90","1,760.60",1.56K,-1.17%
12/01/2021,"1,781.60","1,774.80","1,790.50","1,772.30",1.13K,0.45%
11/30/2021,"1,773.60","1,783.90","1,808.10","1,768.70",4.90K,-0.49%
11/29/2021,"1,782.30","1,791.70","1,798.90","1,779.10",26.93K,-0.17%
11/26/2021,"1,785.30","1,791.10","1,791.40","1,785.30",186.80K,0.07%
11/24/2021,"1,784.10","1,793.00","1,793.00","1,781.40",0.19K,0.03%
11/23/2021,"1,783.50","1,795.50","1,795.50","1,783.50",0.26K,-1.25%
11/22/2021,"1,806.00","1,841.60","1,841.60","1,805.70",0.01K,-2.44%
11/19/2021,"1,851.20","1,851.20","1,851.20","1,851.20",0.02K,-0.53%
11/18/2021,"1,861.00","1,861.00","1,861.00","1,861.00",0.01K,-0.47%
11/17/2021,"1,869.70","1,862.60","1,869.70","1,862.60",0.00K,0.87%
11/16/2021,"1,853.60","1,853.60","1,853.60","1,853.60",0.00K,-0.67%
11/15/2021,"1,866.10","1,864.50","1,866.90","1,864.50",0.09K,-0.10%
11/12/2021,"1,867.90","1,860.80","1,867.90","1,847.60",0.21K,0.25%
11/11/2021,"1,863.20","1,853.90","1,866.50","1,853.90",0.29K,0.84%
11/10/2021,"1,847.60","1,825.80","1,865.00","1,824.90",0.80K,0.95%
11/09/2021,"1,830.20","1,826.10","1,832.70","1,820.70",0.17K,0.15%
11/08/2021,"1,827.40","1,817.00","1,827.40","1,816.90",0.26K,0.61%
11/05/2021,"1,816.40","1,794.90","1,817.10","1,794.90",0.24K,1.31%
11/04/2021,"1,793.00","1,776.60","1,798.20","1,776.20",0.10K,1.67%
11/03/2021,"1,763.60","1,768.00","1,768.00","1,761.80",0.11K,-1.40%
11/02/2021,"1,788.70","1,790.50","1,795.50","1,787.70",0.21K,-0.36%
11/01/2021,"1,795.10","1,787.50","1,795.10","1,786.70",0.14K,0.68%
10/29/2021,"1,783.00","1,793.10","1,797.00","1,774.60",0.58K,-1.03%
10/28/2021,"1,801.60","1,795.50","1,807.30","1,795.50",0.45K,0.21%
10/27/2021,"1,797.90","1,791.50","1,798.10","1,791.50",0.54K,0.29%
10/26/2021,"1,792.70","1,808.80","1,808.80","1,788.60",0.36K,-0.74%
10/25/2021,"1,806.00","1,794.30","1,809.00","1,794.00",0.14K,0.58%
10/22/2021,"1,795.50","1,787.10","1,806.90","1,784.00",0.53K,0.80%
10/21/2021,"1,781.20","1,782.00","1,785.70","1,781.00",0.15K,-0.16%
10/20/2021,"1,784.10","1,774.60","1,785.60","1,774.00",0.13K,0.81%
10/19/2021,"1,769.70","1,777.60","1,785.00","1,767.50",0.05K,0.28%
10/18/2021,"1,764.80","1,761.60","1,770.10","1,759.50",0.27K,-0.14%
10/15/2021,"1,767.20","1,794.50","1,795.40","1,766.60",0.87K,-1.64%
10/14/2021,"1,796.70","1,792.20","1,799.90","1,792.00",0.34K,0.17%
10/13/2021,"1,793.70","1,760.80","1,794.50","1,760.80",0.15K,2.01%
10/12/2021,"1,758.30","1,751.90","1,768.00","1,749.80",0.14K,0.21%
10/11/2021,"1,754.60","1,756.60","1,757.80","1,752.20",0.13K,-0.10%
10/08/2021,"1,756.30","1,757.00","1,780.00","1,754.20",0.25K,-0.09%
10/07/2021,"1,757.90","1,762.40","1,762.40","1,752.80",0.34K,-0.15%
10/06/2021,"1,760.50","1,759.30","1,762.90","1,744.70",0.06K,0.05%
10/05/2021,"1,759.60","1,764.30","1,764.30","1,749.00",0.10K,-0.37%
10/04/2021,"1,766.20","1,764.50","1,768.90","1,749.50",0.42K,0.52%
10/01/2021,"1,757.00","1,754.30","1,762.60","1,748.50",2.22K,0.10%
09/30/2021,"1,755.30","1,725.50","1,760.30","1,724.50",1.00K,1.96%
09/29/2021,"1,721.50","1,732.40","1,744.10","1,721.40",6.63K,-0.82%
09/28/2021,"1,735.80","1,739.60","1,741.70","1,726.80",15.75K,-0.81%
09/27/2021,"1,750.00","1,751.70","1,754.40","1,747.50",0.81K,0.02%
09/24/2021,"1,749.70","1,749.70","1,749.70","1,745.00",0.08K,0.11%
09/23/2021,"1,747.70","1,766.80","1,766.80","1,738.20",0.03K,-1.63%
09/22/2021,"1,776.70","1,776.70","1,784.30","1,767.00",0.02K,0.04%
09/21/2021,"1,776.00","1,762.20","1,776.00","1,759.00",0.11K,0.81%
09/20/2021,"1,761.80","1,751.80","1,761.80","1,750.90",0.18K,0.71%
09/17/2021,"1,749.40","1,758.80","1,763.00","1,749.40",0.58K,-0.30%
09/16/2021,"1,754.60","1,792.90","1,792.90","1,743.90",1.65K,-2.11%
09/15/2021,"1,792.40","1,803.70","1,803.70","1,792.40",0.06K,-0.68%
09/14/2021,"1,804.70","1,791.40","1,806.20","1,783.00",0.76K,0.71%
09/13/2021,"1,792.00","1,789.80","1,796.00","1,784.00",0.53K,0.13%
09/10/2021,"1,789.60","1,789.60","1,789.60","1,789.60",,-0.43%
09/09/2021,"1,797.40","1,798.70","1,798.70","1,787.90",0.05K,0.37%
09/08/2021,"1,790.70","1,781.70","1,790.70","1,781.70",0.07K,-0.29%
09/07/2021,"1,795.90","1,825.70","1,825.70","1,792.70",0.05K,-1.91%
09/03/2021,"1,830.90","1,820.90","1,833.90","1,818.90",0.05K,1.23%
09/02/2021,"1,808.70","1,813.20","1,813.90","1,806.80",0.03K,-0.24%
09/01/2021,"1,813.10","1,813.50","1,815.90","1,809.50",0.11K,-0.10%
08/31/2021,"1,815.00","1,815.90","1,815.90","1,801.10",0.08K,0.33%
08/30/2021,"1,809.00","1,818.20","1,820.30","1,807.80",0.68K,-0.42%
08/27/2021,"1,816.60","1,803.40","1,816.60","1,803.10",1.22K,1.36%
08/26/2021,"1,792.20","1,787.40","1,792.20","1,781.00",0.06K,0.22%
08/25/2021,"1,788.20","1,792.00","1,792.90","1,784.00",0.81K,-0.96%
08/24/2021,"1,805.60","1,801.00","1,805.60","1,801.00",0.02K,0.13%
08/23/2021,"1,803.20","1,776.80","1,804.80","1,776.80",0.03K,1.25%
08/20/2021,"1,781.00","1,784.10","1,787.50","1,778.20",0.23K,0.04%
08/19/2021,"1,780.20","1,780.00","1,789.30","1,775.50",0.24K,-0.08%
08/18/2021,"1,781.60","1,787.80","1,791.50","1,779.00",0.26K,-0.19%
08/17/2021,"1,785.00","1,787.70","1,794.20","1,780.00",0.20K,-0.11%
08/16/2021,"1,786.90","1,776.90","1,787.80","1,771.90",0.22K,0.66%
08/13/2021,"1,775.20","1,758.30","1,777.30","1,757.40",0.44K,1.50%
08/12/2021,"1,749.00","1,749.70","1,752.40","1,745.50",0.74K,-0.08%
08/11/2021,"1,750.40","1,727.30","1,752.20","1,727.30",0.54K,1.25%
08/10/2021,"1,728.80","1,728.60","1,735.20","1,720.10",1.36K,0.31%
08/09/2021,"1,723.40","1,753.50","1,753.80","1,692.60",1.62K,-2.08%
08/06/2021,"1,760.00","1,799.80","1,800.10","1,758.40",0.86K,-2.50%
08/05/2021,"1,805.10","1,810.80","1,813.70","1,796.00",0.59K,-0.30%
08/04/2021,"1,810.50","1,809.30","1,831.30","1,806.30",2.86K,0.02%
08/03/2021,"1,810.10","1,812.30","1,813.50","1,806.00",3.34K,-0.44%
08/02/2021,"1,818.10","1,812.40","1,818.70","1,804.80",1.33K,0.30%
07/30/2021,"1,812.60","1,828.00","1,830.50","1,808.90",3.10K,-1.02%
07/29/2021,"1,831.20","1,806.60","1,832.60","1,806.10",30.50K,1.76%
07/28/2021,"1,799.50","1,799.50","1,799.50","1,799.50",209.78K,0.00%
07/27/2021,"1,799.50","1,803.70","1,803.70","1,799.50",0.00K,0.04%
07/26/2021,"1,798.70","1,802.50","1,802.50","1,797.20",0.02K,-0.15%
07/23/2021,"1,801.40","1,800.00","1,801.40","1,800.00",0.00K,-0.20%
07/22/2021,"1,805.00","1,793.60","1,805.00","1,793.60",0.00K,0.12%
07/21/2021,"1,802.90","1,807.00","1,807.00","1,800.00",0.14K,-0.44%
07/20/2021,"1,810.90","1,812.90","1,824.00","1,810.90",0.13K,0.12%
07/19/2021,"1,808.70","1,803.30","1,813.40","1,803.30",0.03K,-0.32%
07/16/2021,"1,814.50","1,830.10","1,831.40","1,814.50",0.08K,-0.76%
07/15/2021,"1,828.40","1,831.60","1,833.00","1,823.40",0.10K,0.22%
07/14/2021,"1,824.30","1,813.10","1,829.00","1,813.10",0.71K,0.82%
07/13/2021,"1,809.40","1,808.10","1,812.00","1,800.60",0.08K,0.22%
07/12/2021,"1,805.50","1,802.60","1,805.50","1,799.50",0.15K,-0.25%
07/09/2021,"1,810.00","1,803.60","1,810.10","1,798.80",0.22K,0.58%
07/08/2021,"1,799.60","1,797.00","1,818.50","1,797.00",0.15K,-0.11%
07/07/2021,"1,801.50","1,798.70","1,808.40","1,797.20",0.24K,0.45%
07/06/2021,"1,793.50","1,786.70","1,809.80","1,786.70",0.33K,0.61%
07/02/2021,"1,782.60","1,778.70","1,787.90","1,778.30",0.02K,0.38%
07/01/2021,"1,775.90","1,775.70","1,781.20","1,768.80",0.04K,0.29%
06/30/2021,"1,770.80","1,761.10","1,770.80","1,759.20",0.05K,0.45%
06/29/2021,"1,762.80","1,776.80","1,777.10","1,752.10",0.42K,-0.94%
06/28/2021,"1,779.60","1,779.60","1,779.60","1,779.60",0.89K,0.17%
06/25/2021,"1,776.60","1,777.70","1,788.00","1,775.20",0.04K,0.06%
06/24/2021,"1,775.60","1,778.90","1,786.40","1,775.60",0.08K,-0.38%
