Date,Price,Open,High,Low,Vol.,Change %
11/23/2015,"1,066.80","1,070.00","1,071.50","1,066.80",0.06K,-0.89%
11/20/2015,"1,076.40","1,082.90","1,082.90","1,076.40",0.01K,-0.15%
11/19/2015,"1,078.00","1,077.40","1,082.40","1,077.40",0.01K,0.86%
11/18/2015,"1,068.80","1,064.00","1,071.90","1,064.00",0.01K,0.01%
11/17/2015,"1,068.70","1,075.50","1,075.80","1,065.10",0.01K,-1.38%
11/16/2015,"1,083.70","1,092.00","1,092.40","1,083.70",0.01K,0.27%
11/13/2015,"1,080.80","1,083.10","1,085.90","1,080.80",0.02K,0.00%
11/12/2015,"1,080.80","1,086.00","1,086.60","1,080.80",0.00K,-0.36%
11/11/2015,"1,084.70","1,091.40","1,091.40","1,084.20",0.01K,-0.32%
11/10/2015,"1,088.20","1,090.10","1,091.30","1,085.00",0.02K,0.03%
11/09/2015,"1,087.90","1,088.60","1,088.60","1,087.90",0.01K,0.03%
11/06/2015,"1,087.60","1,105.20","1,109.50","1,084.80",0.08K,-1.52%
11/05/2015,"1,104.40","1,107.90","1,110.70","1,104.40",0.08K,-0.19%
11/04/2015,"1,106.50","1,119.00","1,121.90","1,106.50",0.14K,-0.69%
11/03/2015,"1,114.20","1,133.30","1,134.70","1,114.20",0.18K,-1.90%
11/02/2015,"1,135.80","1,137.90","1,138.70","1,132.60",0.18K,-0.50%
10/30/2015,"1,141.50","1,147.50","1,147.60","1,139.20",0.25K,-0.50%
10/29/2015,"1,147.20","1,158.00","1,162.00","1,144.90",0.33K,-2.54%
10/28/2015,"1,177.10","1,175.10","1,182.70","1,175.10",0.22K,0.88%
10/27/2015,"1,166.80","1,164.50","1,166.80","1,162.00",0.30K,-0.02%
10/26/2015,"1,167.00","1,165.10","1,170.00","1,163.80",0.18K,0.32%
10/23/2015,"1,163.30","1,166.20","1,178.70","1,163.30",0.04K,-0.28%
10/22/2015,"1,166.60","1,166.20","1,168.60","1,163.50",0.05K,-0.09%
10/21/2015,"1,167.60","1,175.90","1,176.40","1,164.90",0.04K,-0.88%
10/20/2015,"1,178.00","1,168.70","1,179.10","1,168.70",0.02K,0.40%
10/19/2015,"1,173.30","1,176.50","1,177.80","1,169.30",0.06K,-0.87%
10/16/2015,"1,183.60","1,182.50","1,184.10","1,176.20",0.24K,-0.36%
10/15/2015,"1,187.90","1,184.20","1,188.30","1,177.80",0.14K,0.66%
10/14/2015,"1,180.10","1,172.40","1,189.00","1,167.30",0.14K,1.23%
10/13/2015,"1,165.80","1,163.50","1,166.20","1,154.90",0.13K,0.08%
10/12/2015,"1,164.90","1,155.90","1,166.80","1,155.90",0.04K,0.74%
10/09/2015,"1,156.30","1,151.60","1,157.20","1,151.60",0.02K,1.01%
10/08/2015,"1,144.70","1,142.70","1,146.70","1,138.70",0.14K,-0.37%
10/07/2015,"1,149.00","1,147.60","1,152.90","1,143.00",0.10K,0.19%
10/06/2015,"1,146.80","1,136.30","1,150.00","1,136.30",0.14K,0.76%
10/05/2015,"1,138.10","1,137.10","1,141.70","1,132.50",0.23K,0.09%
10/02/2015,"1,137.10","1,112.20","1,141.20","1,105.80",0.32K,2.06%
10/01/2015,"1,114.20","1,115.20","1,119.00","1,113.30",1.18K,-0.12%
09/30/2015,"1,115.50","1,124.30","1,126.00","1,112.10",0.86K,-1.03%
09/29/2015,"1,127.10","1,132.20","1,134.40","1,124.30",2.42K,-0.43%
09/28/2015,"1,132.00","1,133.20","1,133.20","1,132.00",4.35K,-1.22%
09/25/2015,"1,146.00","1,149.80","1,149.80","1,143.40",0.06K,-0.68%
09/24/2015,"1,153.80","1,133.00","1,155.90","1,133.00",0.04K,1.96%
09/23/2015,"1,131.60","1,128.60","1,132.20","1,128.30",0.03K,0.59%
09/22/2015,"1,125.00","1,132.60","1,135.00","1,122.50",0.04K,-0.71%
09/21/2015,"1,133.10","1,137.60","1,138.50","1,130.80",0.02K,-0.44%
09/18/2015,"1,138.10","1,128.30","1,141.20","1,127.80",0.06K,1.86%
09/17/2015,"1,117.30","1,118.60","1,130.50","1,117.10",0.01K,-0.17%
09/16/2015,"1,119.20","1,109.80","1,119.90","1,109.80",0.03K,1.49%
09/15/2015,"1,102.80","1,104.50","1,104.50","1,102.80",0.01K,-0.44%
09/14/2015,"1,107.70","1,107.80","1,108.60","1,104.10",0.02K,0.38%
09/11/2015,"1,103.50","1,110.80","1,111.70","1,098.20",0.08K,-0.54%
09/10/2015,"1,109.50","1,107.30","1,113.50","1,105.50",0.06K,0.66%
09/09/2015,"1,102.20","1,123.50","1,123.50","1,102.10",0.15K,-1.62%
09/08/2015,"1,120.40","1,119.80","1,124.30","1,116.40",0.14K,-0.02%
09/04/2015,"1,120.60","1,123.40","1,125.20","1,116.20",0.05K,-0.28%
09/03/2015,"1,123.70","1,130.30","1,132.90","1,120.30",0.12K,-0.78%
09/02/2015,"1,132.50","1,137.30","1,140.40","1,130.80",0.20K,-0.54%
09/01/2015,"1,138.70","1,133.50","1,144.70","1,133.50",0.38K,0.63%
08/31/2015,"1,131.60","1,131.10","1,134.00","1,124.80",0.19K,-0.13%
08/28/2015,"1,133.10","1,125.30","1,139.00","1,123.60",0.28K,0.95%
08/27/2015,"1,122.40","1,127.20","1,127.40","1,118.40",0.56K,-0.20%
08/26/2015,"1,124.60","1,139.20","1,143.00","1,119.60",0.12K,-1.19%
08/25/2015,"1,138.20","1,151.50","1,155.50","1,134.00",0.22K,-1.32%
08/24/2015,"1,153.40","1,164.00","1,169.00","1,147.50",0.30K,-0.53%
08/21/2015,"1,159.60","1,154.10","1,166.50","1,150.50",0.26K,0.57%
08/20/2015,"1,153.00","1,132.80","1,153.30","1,132.80",0.41K,2.21%
08/19/2015,"1,128.10","1,117.00","1,134.30","1,116.80",0.35K,0.98%
08/18/2015,"1,117.10","1,118.20","1,118.40","1,110.00",0.47K,-0.13%
08/17/2015,"1,118.60","1,113.80","1,122.00","1,113.80",0.40K,0.51%
08/14/2015,"1,112.90","1,113.90","1,118.80","1,112.50",0.91K,-0.25%
08/13/2015,"1,115.70","1,124.30","1,124.30","1,113.00",0.44K,-0.67%
08/12/2015,"1,123.20","1,106.00","1,124.50","1,101.50",0.80K,1.41%
08/11/2015,"1,107.60","1,103.80","1,116.70","1,094.00",1.00K,0.31%
08/10/2015,"1,104.20","1,093.20","1,107.60","1,089.50",0.90K,0.92%
08/07/2015,"1,094.10","1,088.90","1,098.30","1,081.70",0.61K,0.36%
08/06/2015,"1,090.20","1,084.40","1,092.20","1,083.60",0.27K,0.41%
08/05/2015,"1,085.70","1,086.50","1,090.60","1,082.50",1.21K,-0.46%
08/04/2015,"1,090.70","1,085.10","1,093.90","1,080.50",1.14K,0.12%
08/03/2015,"1,089.40","1,095.50","1,097.10","1,085.00",2.42K,-0.50%
07/31/2015,"1,094.90","1,087.70","1,102.80","1,079.10",5.70K,0.60%
07/30/2015,"1,088.40","1,096.10","1,097.50","1,081.00",49.30K,-0.39%
07/29/2015,"1,092.70","1,096.40","1,096.90","1,092.70",159.14K,-0.33%
07/28/2015,"1,096.30","1,097.20","1,097.70","1,096.30",0.03K,-0.02%
07/27/2015,"1,096.50","1,100.00","1,102.50","1,093.90",0.02K,1.00%
07/24/2015,"1,085.60","1,078.60","1,100.70","1,078.60",0.05K,-0.77%
07/23/2015,"1,094.00","1,097.40","1,097.60","1,087.80",0.06K,0.24%
07/22/2015,"1,091.40","1,093.00","1,095.00","1,086.00",0.05K,-1.09%
07/21/2015,"1,103.40","1,097.10","1,106.40","1,097.10",0.12K,-0.30%
07/20/2015,"1,106.70","1,130.40","1,130.70","1,095.10",0.19K,-2.22%
07/17/2015,"1,131.80","1,144.00","1,144.00","1,130.20",0.12K,-1.05%
07/16/2015,"1,143.80","1,146.20","1,146.20","1,142.90",0.01K,-0.30%
07/15/2015,"1,147.20","1,154.00","1,154.00","1,144.80",0.01K,-0.53%
07/14/2015,"1,153.30","1,157.20","1,157.20","1,153.00",0.04K,-0.16%
07/13/2015,"1,155.20","1,159.00","1,159.00","1,151.20",0.01K,-0.22%
07/10/2015,"1,157.70","1,160.10","1,161.40","1,157.50",0.03K,-0.11%
07/09/2015,"1,159.00","1,154.80","1,163.60","1,154.80",0.07K,-0.37%
07/08/2015,"1,163.30","1,152.60","1,163.30","1,146.40",0.07K,0.95%
07/07/2015,"1,152.40","1,166.80","1,166.80","1,149.50",0.47K,-1.75%
07/06/2015,"1,172.90","1,171.10","1,173.00","1,162.20",0.63K,0.85%
07/02/2015,"1,163.00","1,166.40","1,168.10","1,155.50",0.32K,-0.51%
07/01/2015,"1,169.00","1,173.10","1,173.10","1,166.60",0.46K,-0.21%
06/30/2015,"1,171.50","1,176.30","1,176.40","1,166.60",0.22K,-0.59%
06/29/2015,"1,178.50","1,185.10","1,186.00","1,173.80",0.17K,0.48%
06/26/2015,"1,172.90","1,170.50","1,172.90","1,170.50",0.31K,0.12%
06/25/2015,"1,171.50","1,175.80","1,175.90","1,171.50",0.10K,-0.09%
06/24/2015,"1,172.60","1,176.60","1,176.60","1,170.70",0.26K,-0.31%
06/23/2015,"1,176.20","1,183.80","1,186.00","1,176.20",0.06K,-0.63%
06/22/2015,"1,183.70","1,197.80","1,197.80","1,182.70",0.03K,-1.48%
06/19/2015,"1,201.50","1,199.70","1,203.10","1,199.70",0.14K,0.00%
06/18/2015,"1,201.50","1,183.40","1,202.00","1,183.40",0.13K,2.13%
06/17/2015,"1,176.40","1,177.60","1,186.30","1,174.90",0.17K,-0.35%
06/16/2015,"1,180.50","1,186.50","1,186.50","1,175.90",0.03K,-0.40%
06/15/2015,"1,185.30","1,179.90","1,188.50","1,172.70",0.10K,0.55%
06/12/2015,"1,178.80","1,180.40","1,181.20","1,176.20",0.14K,-0.09%
06/11/2015,"1,179.90","1,183.20","1,183.20","1,174.40",0.07K,-0.52%
06/10/2015,"1,186.10","1,176.10","1,190.10","1,175.60",0.29K,0.75%
06/09/2015,"1,177.30","1,172.90","1,180.30","1,172.70",0.14K,0.35%
06/08/2015,"1,173.20","1,169.50","1,176.10","1,169.10",0.17K,0.46%
06/05/2015,"1,167.80","1,176.40","1,177.30","1,164.00",0.39K,-0.60%
06/04/2015,"1,174.90","1,184.90","1,185.30","1,173.00",0.45K,-0.83%
06/03/2015,"1,184.70","1,193.90","1,193.90","1,179.10",0.63K,-0.79%
06/02/2015,"1,194.10","1,189.00","1,194.30","1,186.00",1.00K,0.49%
06/01/2015,"1,188.30","1,190.60","1,204.00","1,184.30",1.24K,-0.09%
05/29/2015,"1,189.40","1,187.80","1,193.30","1,185.70",4.75K,0.11%
05/28/2015,"1,188.10","1,187.10","1,192.00","1,179.60",52.70K,0.19%
05/27/2015,"1,185.90","1,185.90","1,185.90","1,185.90",200.22K,-0.11%
05/26/2015,"1,187.20","1,193.60","1,193.60","1,186.00",0.04K,-1.42%
05/22/2015,"1,204.30","1,211.60","1,211.90","1,204.30",0.01K,-0.01%
05/21/2015,"1,204.40","1,204.50","1,204.50","1,203.70",0.04K,-0.37%
05/20/2015,"1,208.90","1,205.10","1,210.80","1,205.10",0.01K,0.17%
05/19/2015,"1,206.90","1,223.90","1,223.90","1,206.00",0.01K,-1.70%
05/18/2015,"1,227.80","1,224.50","1,228.10","1,222.60",0.01K,0.19%
05/15/2015,"1,225.50","1,218.50","1,225.50","1,214.80",0.01K,0.01%
05/14/2015,"1,225.40","1,214.50","1,225.60","1,214.50",0.04K,0.57%
05/13/2015,"1,218.40","1,192.70","1,218.40","1,191.00",0.03K,2.16%
05/12/2015,"1,192.60","1,194.60","1,194.80","1,189.70",0.01K,0.79%
05/11/2015,"1,183.20","1,189.70","1,190.50","1,179.30",0.03K,-0.50%
05/08/2015,"1,189.10","1,183.30","1,189.10","1,182.90",0.05K,0.57%
05/07/2015,"1,182.40","1,181.50","1,186.00","1,179.70",0.04K,-0.66%
05/06/2015,"1,190.30","1,194.50","1,194.60","1,189.90",0.01K,-0.24%
05/05/2015,"1,193.20","1,187.50","1,198.70","1,186.90",0.05K,0.54%
05/04/2015,"1,186.80","1,177.50","1,189.40","1,177.50",0.04K,1.05%
05/01/2015,"1,174.50","1,178.10","1,178.10","1,170.00",0.02K,-0.67%
04/30/2015,"1,182.40","1,203.10","1,205.90","1,176.70",0.14K,-2.26%
04/29/2015,"1,209.80","1,211.20","1,212.60","1,201.90",0.11K,-0.35%
04/28/2015,"1,214.00","1,199.70","1,214.00","1,199.70",0.40K,0.89%
04/27/2015,"1,203.30","1,182.30","1,206.70","1,181.40",0.19K,2.39%
04/24/2015,"1,175.20","1,192.30","1,194.70","1,174.60",0.05K,-1.61%
04/23/2015,"1,194.40","1,187.20","1,197.00","1,186.10",0.33K,0.63%
04/22/2015,"1,186.90","1,199.10","1,202.60","1,185.20",0.09K,-1.33%
04/21/2015,"1,202.90","1,193.20","1,202.90","1,192.80",0.03K,0.79%
04/20/2015,"1,193.50","1,205.70","1,206.90","1,191.00",0.07K,-0.78%
04/17/2015,"1,202.90","1,200.20","1,206.00","1,200.20",0.02K,0.41%
04/16/2015,"1,198.00","1,204.30","1,208.50","1,194.60",0.20K,-0.29%
04/15/2015,"1,201.50","1,194.60","1,203.10","1,188.60",0.20K,0.73%
04/14/2015,"1,192.80","1,198.80","1,200.60","1,184.10",0.55K,-0.54%
04/13/2015,"1,199.30","1,208.10","1,208.10","1,198.30",0.42K,-0.44%
04/10/2015,"1,204.60","1,195.80","1,209.60","1,195.80",0.20K,0.92%
04/09/2015,"1,193.60","1,201.70","1,202.50","1,193.00",0.52K,-0.79%
04/08/2015,"1,203.10","1,208.90","1,211.40","1,197.60",0.24K,-0.62%
04/07/2015,"1,210.60","1,214.80","1,214.80","1,208.20",0.41K,-0.66%
04/06/2015,"1,218.60","1,209.90","1,224.20","1,209.90",0.34K,1.47%
04/02/2015,"1,200.90","1,204.00","1,205.70","1,194.80",1.68K,-0.60%
04/01/2015,"1,208.10","1,182.90","1,208.20","1,181.00",1.63K,2.11%
03/31/2015,"1,183.10","1,185.80","1,190.10","1,178.20",3.41K,-0.14%
03/30/2015,"1,184.80","1,198.00","1,198.50","1,181.60",37.99K,-1.25%
03/27/2015,"1,199.80","1,197.00","1,199.80","1,196.30",172.26K,-0.44%
03/26/2015,"1,205.10","1,198.20","1,213.70","1,198.20",0.07K,0.65%
03/25/2015,"1,197.30","1,192.50","1,199.20","1,192.50",0.01K,0.47%
03/24/2015,"1,191.70","1,188.00","1,193.00","1,186.00",0.41K,0.31%
03/23/2015,"1,188.00","1,181.60","1,188.00","1,181.20",0.01K,0.27%
03/20/2015,"1,184.80","1,171.00","1,185.40","1,171.00",0.05K,1.34%
03/19/2015,"1,169.10","1,171.60","1,171.60","1,159.30",0.04K,1.54%
03/18/2015,"1,151.40","1,148.70","1,174.30","1,147.00",0.11K,0.27%
03/17/2015,"1,148.30","1,153.60","1,158.20","1,144.30",0.07K,-0.43%
03/16/2015,"1,153.30","1,159.70","1,162.30","1,150.10",0.06K,0.06%
03/13/2015,"1,152.60","1,158.20","1,159.20","1,152.60",0.04K,0.04%
03/12/2015,"1,152.10","1,155.40","1,160.50","1,149.70",0.06K,0.12%
03/11/2015,"1,150.70","1,162.00","1,162.00","1,147.70",0.07K,-0.81%
03/10/2015,"1,160.10","1,166.40","1,168.40","1,156.50",0.09K,-0.54%
03/09/2015,"1,166.40","1,169.40","1,174.20","1,166.30",0.04K,0.20%
03/06/2015,"1,164.10","1,195.00","1,195.70","1,163.70",0.17K,-2.66%
03/05/2015,"1,195.90","1,201.70","1,205.40","1,195.90",0.03K,-0.39%
03/04/2015,"1,200.60","1,204.80","1,206.90","1,198.00",0.03K,-0.28%
03/03/2015,"1,204.00","1,201.50","1,212.00","1,195.00",0.05K,-0.31%
03/02/2015,"1,207.70","1,214.30","1,222.70","1,204.90",0.12K,-0.40%
02/27/2015,"1,212.60","1,207.70","1,217.80","1,204.50",0.20K,0.25%
02/26/2015,"1,209.60","1,204.80","1,219.00","1,204.80",0.56K,0.72%
02/25/2015,"1,201.00","1,204.30","1,204.60","1,201.00",0.57K,0.34%
02/24/2015,"1,196.90","1,203.40","1,203.50","1,193.80",0.15K,-0.28%
02/23/2015,"1,200.30","1,201.30","1,203.30","1,191.60",0.27K,-0.34%
02/20/2015,"1,204.40","1,206.50","1,213.10","1,199.10",0.05K,-0.22%
02/19/2015,"1,207.10","1,216.50","1,220.00","1,205.00",0.07K,0.62%
02/18/2015,"1,199.70","1,207.10","1,210.20","1,197.80",0.15K,-0.70%
02/17/2015,"1,208.10","1,227.70","1,234.00","1,203.00",0.20K,-1.50%
02/13/2015,"1,226.50","1,222.20","1,232.80","1,222.20",0.07K,0.52%
02/12/2015,"1,220.10","1,217.90","1,229.80","1,217.90",0.10K,0.09%
02/11/2015,"1,219.00","1,233.30","1,237.40","1,219.00",0.10K,-1.02%
02/10/2015,"1,231.60","1,237.50","1,245.00","1,231.20",0.23K,-0.74%
02/09/2015,"1,240.80","1,237.50","1,242.30","1,235.40",0.32K,0.56%
02/06/2015,"1,233.90","1,265.00","1,267.60","1,228.00",0.43K,-2.23%
02/05/2015,"1,262.00","1,271.80","1,272.60","1,257.80",0.13K,-0.14%
02/04/2015,"1,263.80","1,262.00","1,271.60","1,256.80",0.67K,0.33%
02/03/2015,"1,259.70","1,273.50","1,284.70","1,255.30",2.38K,-1.29%
02/02/2015,"1,276.20","1,284.10","1,284.10","1,266.00",1.65K,-0.18%
01/30/2015,"1,278.50","1,258.00","1,284.30","1,257.00",8.63K,1.90%
01/29/2015,"1,254.60","1,283.30","1,285.40","1,251.00",67.98K,-2.43%
01/28/2015,"1,285.90","1,285.90","1,286.80","1,285.90",180.39K,-0.45%
01/27/2015,"1,291.70","1,277.20","1,291.70","1,277.20",0.02K,0.96%
01/26/2015,"1,279.40","1,289.50","1,290.60","1,279.40",0.03K,-1.02%
01/23/2015,"1,292.60","1,299.80","1,299.80","1,292.60",0.02K,-0.62%
01/22/2015,"1,300.70","1,293.20","1,302.10","1,283.50",0.13K,0.54%
01/21/2015,"1,293.70","1,295.20","1,303.50","1,286.70",0.08K,-0.04%
01/20/2015,"1,294.20","1,278.90","1,297.30","1,273.80",0.16K,1.35%
01/16/2015,"1,276.90","1,256.10","1,279.70","1,256.10",0.04K,0.96%
01/15/2015,"1,264.70","1,231.50","1,265.00","1,227.30",0.13K,2.45%
01/14/2015,"1,234.40","1,229.60","1,243.80","1,225.60",0.02K,0.01%
01/13/2015,"1,234.30","1,239.20","1,239.30","1,230.30",0.02K,0.13%
01/12/2015,"1,232.70","1,224.20","1,234.40","1,219.10",0.10K,1.37%
01/09/2015,"1,216.00","1,211.10","1,220.20","1,210.30",0.04K,0.63%
01/08/2015,"1,208.40","1,207.00","1,215.70","1,206.30",0.09K,-0.18%
01/07/2015,"1,210.60","1,219.20","1,219.20","1,210.60",0.03K,-0.71%
01/06/2015,"1,219.30","1,203.50","1,220.00","1,203.50",0.10K,1.28%
01/05/2015,"1,203.90","1,180.30","1,206.90","1,180.10",0.47K,1.51%
01/02/2015,"1,186.00","1,184.00","1,194.50","1,169.50",0.14K,0.18%
12/31/2014,"1,183.90","1,199.20","1,199.20","1,182.70",0.09K,-1.36%
12/30/2014,"1,200.20","1,181.40","1,210.30","1,181.40",0.19K,1.57%
12/29/2014,"1,181.70","1,186.50","1,186.50","1,181.30",0.18K,-1.14%
12/26/2014,"1,195.30","1,177.20","1,195.30","1,177.20",0.12K,1.86%
12/24/2014,"1,173.50","1,177.00","1,179.30","1,173.50",0.02K,-0.37%
12/23/2014,"1,177.90","1,179.30","1,180.30","1,175.00",0.23K,-0.15%
12/22/2014,"1,179.70","1,198.00","1,198.00","1,172.70",0.22K,-1.35%
12/19/2014,"1,195.90","1,198.00","1,200.80","1,195.90",0.10K,0.10%
12/18/2014,"1,194.70","1,189.70","1,207.30","1,189.70",0.20K,0.03%
12/17/2014,"1,194.30","1,198.20","1,199.60","1,184.00",0.09K,0.03%
12/16/2014,"1,193.90","1,197.20","1,222.00","1,192.70",0.22K,-1.10%
12/15/2014,"1,207.20","1,223.10","1,223.10","1,198.40",0.08K,-1.21%
12/12/2014,"1,222.00","1,227.80","1,227.80","1,216.20",0.20K,-0.25%
12/11/2014,"1,225.10","1,226.60","1,231.20","1,216.20",0.26K,-0.31%
12/10/2014,"1,228.90","1,231.20","1,234.60","1,226.60",0.31K,-0.21%
12/09/2014,"1,231.50","1,202.00","1,238.00","1,202.00",0.31K,3.08%
12/08/2014,"1,194.70","1,190.60","1,207.00","1,187.20",0.18K,0.39%
12/05/2014,"1,190.10","1,203.10","1,206.00","1,186.70",0.56K,-1.44%
12/04/2014,"1,207.50","1,208.20","1,213.00","1,201.60",0.36K,-0.08%
12/03/2014,"1,208.50","1,198.10","1,213.70","1,196.10",0.44K,0.78%
12/02/2014,"1,199.20","1,212.30","1,212.30","1,191.30",1.24K,-1.54%
12/01/2014,"1,218.00","1,160.00","1,220.40","1,141.70",5.52K,3.64%
11/28/2014,"1,175.20","1,197.00","1,198.20","1,163.80",11.18K,-1.79%
11/26/2014,"1,196.60","1,200.50","1,201.00","1,193.70",75.30K,-0.04%
11/25/2014,"1,197.10","1,197.10","1,197.10","1,197.10",210.75K,0.13%
11/24/2014,"1,195.50","1,197.70","1,197.90","1,195.50",0.02K,-0.17%
11/21/2014,"1,197.50","1,191.00","1,202.40","1,189.00",0.02K,0.57%
11/20/2014,"1,190.70","1,191.80","1,191.90","1,190.70",0.00K,-0.24%
11/19/2014,"1,193.60","1,196.50","1,198.30","1,190.60",0.02K,-0.26%
11/18/2014,"1,196.70","1,197.10","1,197.10","1,193.90",0.00K,1.16%
11/17/2014,"1,183.00","1,183.10","1,186.90","1,180.60",0.02K,-0.17%
11/14/2014,"1,185.00","1,155.20","1,191.00","1,148.00",0.49K,2.06%
11/13/2014,"1,161.10","1,163.70","1,164.50","1,155.00",1.05K,0.19%
11/12/2014,"1,158.90","1,162.50","1,168.10","1,157.50",0.02K,-0.34%
11/11/2014,"1,162.80","1,155.00","1,170.50","1,151.60",0.02K,0.28%
11/10/2014,"1,159.60","1,171.00","1,171.00","1,150.70",0.04K,-0.85%
11/07/2014,"1,169.60","1,139.90","1,169.70","1,133.00",0.10K,2.39%
11/06/2014,"1,142.30","1,141.10","1,147.50","1,137.90",0.14K,-0.27%
11/05/2014,"1,145.40","1,168.10","1,168.70","1,137.80",0.16K,-1.88%
11/04/2014,"1,167.40","1,166.90","1,171.00","1,165.00",0.04K,-0.17%
11/03/2014,"1,169.40","1,166.40","1,172.30","1,163.10",0.06K,-0.15%
10/31/2014,"1,171.10","1,199.60","1,199.70","1,161.40",0.26K,-2.25%
10/30/2014,"1,198.10","1,213.70","1,214.70","1,195.80",0.52K,-2.14%
10/29/2014,"1,224.30","1,224.30","1,224.30","1,224.30",0.63K,-0.40%
10/28/2014,"1,229.20","1,224.90","1,231.00","1,224.70",0.05K,0.01%
10/27/2014,"1,229.10","1,230.20","1,230.20","1,227.30",0.28K,-0.17%
10/24/2014,"1,231.20","1,229.40","1,232.70","1,229.40",0.07K,0.22%
10/23/2014,"1,228.50","1,228.00","1,228.50","1,227.90",0.00K,-1.31%
10/22/2014,"1,244.80","1,244.80","1,244.80","1,244.80",0.00K,-0.50%
10/21/2014,"1,251.00","1,251.00","1,251.00","1,251.00",0.05K,0.56%
10/20/2014,"1,244.00","1,237.30","1,244.00","1,235.40",0.10K,0.46%
10/17/2014,"1,238.30","1,237.40","1,238.30","1,232.60",0.36K,-0.18%
10/16/2014,"1,240.50","1,242.10","1,243.00","1,236.70",0.01K,-0.29%
10/15/2014,"1,244.10","1,243.70","1,247.00","1,243.70",0.25K,0.85%
10/14/2014,"1,233.60","1,235.90","1,235.90","1,233.60",0.07K,0.35%
10/13/2014,"1,229.30","1,229.80","1,234.00","1,227.00",0.10K,0.68%
10/10/2014,"1,221.00","1,223.50","1,223.50","1,217.00",0.19K,-0.29%
10/09/2014,"1,224.60","1,223.90","1,229.00","1,223.90",0.02K,1.60%
10/08/2014,"1,205.30","1,210.20","1,217.90","1,205.30",0.01K,-0.53%
10/07/2014,"1,211.70","1,209.10","1,211.70","1,205.30",0.27K,0.41%
10/06/2014,"1,206.70","1,187.70","1,208.00","1,182.80",0.41K,1.22%
10/03/2014,"1,192.20","1,212.40","1,212.40","1,191.00",0.50K,-1.81%
10/02/2014,"1,214.20","1,215.30","1,219.50","1,210.30",0.18K,-0.03%
10/01/2014,"1,214.60","1,207.70","1,217.80","1,205.50",0.18K,0.34%
09/30/2014,"1,210.50","1,214.80","1,218.20","1,204.00",0.68K,-0.57%
09/29/2014,"1,217.50","1,216.30","1,222.20","1,214.80",6.34K,0.28%
09/26/2014,"1,214.10","1,214.10","1,214.10","1,214.10",19.50K,-0.58%
09/25/2014,"1,221.20","1,209.50","1,221.20","1,209.50",0.01K,0.21%
09/24/2014,"1,218.60","1,218.60","1,218.60","1,216.80",0.00K,-0.20%
09/23/2014,"1,221.00","1,221.00","1,221.00","1,221.00",0.01K,0.35%
09/22/2014,"1,216.80","1,214.90","1,216.80","1,212.40",0.01K,0.12%
09/19/2014,"1,215.30","1,218.30","1,218.30","1,215.30",0.00K,-0.85%
09/18/2014,"1,225.70","1,216.20","1,225.70","1,216.20",0.01K,-0.70%
09/17/2014,"1,234.40","1,236.20","1,236.20","1,221.90",0.01K,-0.06%
09/16/2014,"1,235.20","1,238.30","1,238.30","1,235.20",0.00K,0.13%
09/15/2014,"1,233.60","1,226.70","1,235.00","1,226.70",0.02K,0.30%
09/12/2014,"1,229.90","1,227.00","1,229.90","1,227.00",0.05K,-0.61%
09/11/2014,"1,237.40","1,237.40","1,237.40","1,237.40",,-0.49%
09/10/2014,"1,243.50","1,256.70","1,256.70","1,243.50",0.10K,-0.26%
09/09/2014,"1,246.80","1,246.80","1,246.80","1,246.80",,-0.47%
09/08/2014,"1,252.70","1,268.40","1,268.40","1,252.70",0.00K,-1.03%
09/05/2014,"1,265.80","1,263.20","1,268.10","1,263.20",0.12K,0.06%
09/04/2014,"1,265.10","1,268.70","1,272.70","1,260.40",0.29K,-0.30%
09/03/2014,"1,268.90","1,266.30","1,271.10","1,263.10",0.28K,0.41%
09/02/2014,"1,263.70","1,284.50","1,286.40","1,262.50",0.28K,-1.72%
08/29/2014,"1,285.80","1,289.50","1,289.70","1,284.80",0.12K,-0.23%
08/28/2014,"1,288.70","1,284.50","1,293.70","1,284.30",0.82K,0.53%
08/27/2014,"1,281.90","1,281.50","1,282.30","1,281.50",0.78K,-0.15%
08/26/2014,"1,283.80","1,289.40","1,289.50","1,281.10",0.07K,0.51%
08/25/2014,"1,277.30","1,277.30","1,277.60","1,273.70",0.25K,-0.10%
08/22/2014,"1,278.60","1,276.00","1,280.00","1,275.00",0.12K,0.38%
08/21/2014,"1,273.70","1,290.00","1,290.00","1,272.00",0.26K,-1.52%
08/20/2014,"1,293.40","1,295.40","1,295.80","1,288.40",0.33K,-0.13%
08/19/2014,"1,295.10","1,298.80","1,301.60","1,294.00",0.14K,-0.20%
08/18/2014,"1,297.70","1,301.40","1,302.10","1,295.70",0.10K,-0.52%
08/15/2014,"1,304.50","1,311.70","1,312.80","1,292.00",0.20K,-0.72%
08/14/2014,"1,313.90","1,311.80","1,316.40","1,309.70",0.32K,0.08%
08/13/2014,"1,312.80","1,308.80","1,312.80","1,305.00",0.24K,0.31%
08/12/2014,"1,308.80","1,306.20","1,315.80","1,305.80",0.44K,0.02%
08/11/2014,"1,308.50","1,308.40","1,309.70","1,305.30",0.19K,-0.03%
08/08/2014,"1,308.90","1,310.80","1,321.40","1,308.00",0.59K,-0.14%
08/07/2014,"1,310.80","1,305.30","1,313.10","1,302.50",0.23K,0.31%
